chembl_id,drug_name,class,therapeutic_uses,adverse_effects,binding_sites,target_names,target_types,mechanism_of_action,lipophilicity,synonyms
CHEMBL29,BENZYLPENICILLIN,Not available,osteomyelitis; rheumatic heart disease; syphilis; bacterial disease; eye infection; pharyngitis,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL428,TROVAFLOXACIN,Not available,osteomyelitis; bacterial disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL30,CIMETIDINE,Not available,gastroesophageal reflux disease; Peptic ulcer; hemorrhage; Gastrointestinal hemorrhage; chronic obstructive pulmonary disease; atopic eczema; endometrial cancer; ulcer disease; duodenal ulcer; generalized anxiety disorder; breast carcinoma in situ; Heartburn; infection; erythropoietic protoporphyria; amyotrophic lateral sclerosis,Not available,Not available,Histamine H2 receptor,SINGLE PROTEIN,Histamine H2 receptor antagonist,Not available,Not available
CHEMBL31,GATIFLOXACIN,Not available,bacterial conjunctivitis; osteomyelitis; infection; eye infection; bacterial disease; cataract; tuberculosis,gastrointestinal toxicity (); gastrointestinal toxicity (),Not available,DNA gyrase; Topoisomerase IV,PROTEIN COMPLEX,Topoisomerase IV inhibitor; DNA gyrase inhibitor,Not available,Not available
CHEMBL429,LABETALOL,Not available,cardiovascular disease; hypertension; preeclampsia; stroke; cocaine dependence; nicotine dependence; hypotension; intracerebral hemorrhage; sinusitis; pain,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL32,MOXIFLOXACIN,Not available,"diabetes mellitus; Otitis media; acute coronary syndrome; chronic obstructive pulmonary disease; infection; hepatitis C virus infection; lung disease; chronic bronchitis; bacterial conjunctivitis; renal cell carcinoma; rheumatoid arthritis; HIV infection; pneumonia; premature birth; fibromyalgia; bacterial pneumonia; Plasmodium vivax malaria; abscess; restless legs syndrome; Constipation; epilepsy; pain; erectile dysfunction; neoplasm; Disorder of lipid metabolism; lymphoma; hypertension; AIDS; coronary artery disease; cellulitis; osteomyelitis; anemia (phenotype); schizoaffective disorder; Chemotherapy-induced nausea and vomiting; multidrug-resistant tuberculosis; sinusitis; pulmonary tuberculosis; ""Cholecystitis, Acute""; Pelvic Inflammatory Disease; eye infection; Cholangitis; inflammation; congestive heart failure; bacterial disease; dyspepsia; otitis externa; cardiotoxicity; influenza; Spasticity; lice infestation; breast cancer; endophthalmitis; drug-resistant tuberculosis; skin disease; orthostatic hypotension; meningitis; respiratory tract infectious disorder; immune system disease; Hypoglycemia; Acanthamoeba keratitis; Alzheimer disease; amyotrophic lateral sclerosis; asthma; schizophrenia; cataract; type 2 diabetes mellitus; Parkinson disease; phenylketonuria; tuberculosis; COVID-19; obesity; non-alcoholic fatty liver disease; smoking cessation; postpartum hemorrhage; Helicobacter pylori infectious disease; Myocardial Ischemia; cancer; systemic lupus erythematosus; cystic fibrosis",Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL33,LEVOFLOXACIN ANHYDROUS,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL430,GEMIFLOXACIN,Not available,rhinoscleroma; Helicobacter pylori infectious disease; bacterial disease; peritonitis; Hypoglycemia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL431,SPIRAPRIL,Not available,cardiovascular disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL433,VALPROATE SODIUM,Not available,epilepsy; Seizure; chronic lymphocytic leukemia; diffuse large B-cell lymphoma; glioblastoma multiforme; autism; neuropathic pain; spinal muscular atrophy; status epilepticus; neuralgia; Agitation; childhood ependymoma; brain injury; bipolar I disorder; myelodysplastic syndrome; alopecia areata; delirium; Alzheimer disease; amyotrophic lateral sclerosis; migraine disorder; alcohol dependence; glycogen storage disease V; Wolfram syndrome; Rubinstein-Taybi syndrome; bipolar disorder; hemophilia B,hepatotoxicity (); teratogenicity (); gastrointestinal toxicity (),Not available,Succinate semialdehyde dehydrogenase,SINGLE PROTEIN,Succinate semialdehyde dehydrogenase inhibitor,Not available,Not available
CHEMBL434,ISOPROTERENOL,Not available,atrial fibrillation; cardiovascular disease; lipoma; Airway obstruction; orthostatic hypotension; orthostatic intolerance; nephrolithiasis; obesity,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL435,HYDROCHLOROTHIAZIDE,Not available,hypertension; cardiovascular disease; chronic kidney disease; congestive heart failure; cirrhosis of liver; nephrotic syndrome; metabolic syndrome; preeclampsia; kidney disease; nephrolithiasis; Fish-eye disease; angina pectoris; myocardial infarction; sudden cardiac arrest; diabetes mellitus; atherosclerosis; Hypercholesterolemia; glomerulonephritis; coronary artery disease; preeclampsia; edema; Autosomal dominant polycystic kidney disease; essential hypertension; type 2 diabetes mellitus; heart failure,Not available,Not available,Thiazide-sensitive sodium-chloride cotransporter,SINGLE PROTEIN,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Not available,Not available
CHEMBL35,FUROSEMIDE,Not available,"congestive heart failure; lung disease; pulmonary embolism; heart failure; cardiovascular disease; Bronchiolitis; Acute kidney injury; kidney disease; acute myeloid leukemia; diabetes mellitus; hypertension; leukemia; acute lung injury; Nasal Cavity Polyp; nephrotic syndrome; actinic keratosis; premature birth; edema; kidney failure; Dyspnea; cirrhosis of liver; atherosclerosis; tachypnea; Hypercholesterolemia; ""hypertension, pregnancy-induced""; preeclampsia; coronary artery disease; chronic kidney disease; common wart; cirrhosis of liver; acute myocardial infarction; pulmonary edema; syndromic disease; metastatic melanoma; essential hypertension; schizophrenia; type 2 diabetes mellitus; bronchopulmonary dysplasia; chronic obstructive pulmonary disease; nephrolithiasis; cancer",Not available,Not available,Sodium-(potassium)-chloride cotransporter 2,SINGLE PROTEIN,Sodium-(potassium)-chloride cotransporter 2 inhibitor,Not available,Not available
CHEMBL36,PYRIMETHAMINE,Not available,familial amyotrophic lateral sclerosis; pregnancy; chronic lymphocytic leukemia; myelodysplastic syndrome; malaria; anemia (phenotype); cerebral toxoplasmosis; congenital toxoplasmosis; Plasmodium falciparum malaria; Plasmodium vivax malaria; toxoplasmosis; schistosomiasis; HIV-1 infection; HIV infection; pneumocystosis; Chorioretinitis; premature birth; depressive disorder; schizophrenia; Sandhoff disease; Tay-Sachs disease; head and neck malignant neoplasia,Not available,Not available,Dihydrofolate reductase,SINGLE PROTEIN,Dihydrofolate reductase inhibitor,Not available,Not available
CHEMBL436,TOLRESTAT,Not available,diabetes mellitus,hepatotoxicity (); hepatotoxicity (); hepatotoxicity (),PDBe: 2fzd,Aldose reductase,SINGLE PROTEIN,Aldose reductase inhibitor,Not available,Not available
CHEMBL437,SULFATHIAZOLE,Not available,bacterial disease,hematological toxicity (); nephrotoxicity (); hematological toxicity (); hematological toxicity (); dermatological toxicity (),Not available,Bacterial dihydropteroate synthase,SINGLE PROTEIN,Bacterial dihydropteroate synthase inhibitor,Not available,Not available
CHEMBL438,SULFAMERAZINE,Not available,bacterial disease,Not available,Not available,Bacterial dihydropteroate synthase,SINGLE PROTEIN,Bacterial dihydropteroate synthase inhibitor,Not available,Not available
CHEMBL439,SULFADIAZINE,Not available,osteomyelitis; cerebral toxoplasmosis; congenital toxoplasmosis; burn; bacterial disease; Chorioretinitis; malaria,Not available,Not available,Bacterial dihydropteroate synthase,SINGLE PROTEIN,Bacterial dihydropteroate synthase inhibitor,Not available,Not available
CHEMBL440,THIAMYLAL,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL441,THIOPENTAL,Not available,septic shock; status epilepticus; Strabismus; brain injury,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL268164,CYCLOBARBITAL,Not available,Not available,misuse (),Not available,Not available,Not available,Unknown,Not available,Not available
CHEMBL442,ERGOTAMINE,Not available,orthostatic hypotension; migraine disorder,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL38,TRETINOIN,Not available,acne; acute myeloid leukemia; lymphoma; neoplasm; rosacea; multiple myeloma; myelodysplastic syndrome; acute promyelocytic leukemia; cutaneous melanoma; leukemia; neuroblastoma; small cell lung carcinoma; squamous cell carcinoma; melanoma; actinic keratosis; non-small cell lung carcinoma; freckles; basal cell carcinoma; sclerosing cholangitis; anti-neutrophil antibody associated vasculitis; autoimmune thrombocytopenic purpura; adenoid cystic carcinoma; prostate adenocarcinoma; breast neoplasm; myeloproliferative disorder; Hypercholesterolemia; emphysema; pancreatic carcinoma; anemia; kidney cancer; lung cancer; autoimmune thrombocytopenia; lentigo; hematopoietic and lymphoid cell neoplasm; COVID-19; myelodysplastic/myeloproliferative disease; autism; Striae distensae; amyotrophic lateral sclerosis; breast cancer; hyperpigmentation of the skin,hematological toxicity (); teratogenicity (),Not available,Retinoic acid receptor,PROTEIN FAMILY,Retinoic acid receptor agonist,Not available,Not available
CHEMBL7413,METHOHEXITAL,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL40,PHENOBARBITAL,Not available,epilepsy; Seizure; neonatal abstinence syndrome; anxiety; Dementia; lymphoma; status epilepticus; neutropenia; depressive disorder; schizophrenia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL41,FLUOXETINE,Not available,unipolar depression; stroke; fibromyalgia; autism; obsessive-compulsive disorder; gastroesophageal reflux disease; post-traumatic stress disorder; pulmonary arterial hypertension; intracerebral hemorrhage; epilepsy; multiple system atrophy; obesity; cocaine dependence; nicotine dependence; panic disorder; anxiety; social anxiety disorder; Dementia; Cognitive impairment; cannabis dependence; secondary progressive multiple sclerosis; dysthymic disorder; treatment resistant depression; Sciatica; major depressive disorder; Ischemic stroke; depressive disorder; COVID-19; injury; enuresis; severe acute respiratory syndrome; influenza; schizophrenia; type 1 diabetes mellitus; bipolar disorder; primary brain neoplasm,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL443,SULFAMETHOXAZOLE,Not available,"infection; atopic eczema; neoplasm; idiopathic pulmonary fibrosis; malaria; abscess; kidney disease; osteomyelitis; urinary tract infection; pneumonia; Staphylococcus aureus infection; ocular toxoplasmosis; pneumocystosis; pyelonephritis; ""Lymphoma, AIDS-Related""; bacterial disease; Granulomatosis with Polyangiitis; Eczema; glioblastoma multiforme; HIV infection; anaplastic astrocytoma; Sepsis; measles; B-cell acute lymphoblastic leukemia; brain neoplasm; chronic obstructive pulmonary disease; bacteriemia; type 1 diabetes mellitus; cystic fibrosis; tuberculosis",Not available,Not available,Bacterial dihydropteroate synthase,SINGLE PROTEIN,Bacterial dihydropteroate synthase inhibitor,Not available,Not available
CHEMBL444,BARBITAL,Not available,Not available,Not available,Not available,Not available,Not available,Unknown,Not available,Not available
CHEMBL42,CLOZAPINE,Not available,psychosis; anxiety; Dementia; schizoaffective disorder; developmental disability; depressive disorder; schizophrenia; Intellectual disability; bipolar disorder,hematological toxicity (); cardiotoxicity (); vascular toxicity (); neurotoxicity (),Not available,Serotonin 2a (5-HT2a) receptor; Dopamine D2 receptor,SINGLE PROTEIN,Dopamine D2 receptor antagonist; Serotonin 2a (5-HT2a) receptor antagonist,Not available,Not available
CHEMBL445,NORTRIPTYLINE,Not available,unipolar depression; irritable bowel syndrome; nicotine dependence; psoriasis; gastroesophageal reflux disease; anxiety; temporomandibular joint disorder; gastroparesis; Dementia; dyspepsia; major depressive disorder; depressive disorder; schizophrenia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL446,SULFAMETHAZINE,Not available,bacterial disease,Not available,Not available,Bacterial dihydropteroate synthase,SINGLE PROTEIN,Bacterial dihydropteroate synthase inhibitor,Not available,Not available
CHEMBL447,SECOBARBITAL,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL448,PENTOBARBITAL,Not available,heart disease; drug dependence; status epilepticus; brain injury; insomnia,misuse (),Barbiturate site,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,GABA-A receptor; anion channel positive allosteric modulator,Not available,Not available
CHEMBL267894,AMOBARBITAL,Not available,osteoarthritis,misuse (),Not available,Not available,Not available,Unknown,Not available,Not available
CHEMBL449,BUTABARBITAL,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL450,METHARBITAL,Not available,epilepsy,Not available,Barbiturate site,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,GABA-A receptor; anion channel positive allosteric modulator,Not available,Not available
CHEMBL451,CHLORDIAZEPOXIDE,Not available,anxiety; alcohol withdrawal; major depressive disorder; anxiety disorder; anxiety disorder; alcohol dependence,Not available,Benzodiazepine site,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,GABA-A receptor; anion channel positive allosteric modulator,Not available,Not available
